R,S,T,I_R,I_S,I_T,Kondisi
241.37,241.38,241.89,1.15,1.14,1.16,0
240.71,239.72,240.15,1.16,1.14,1.15,0
234.66,231.49,235.1,1.02,1.48,0.82,1
238.65,238.49,237.89,1.2,1.19,1.2,0
237.19,236.92,237.97,1.34,0.9,0.99,1
232.81,242.78,233.8,1.44,1.19,0.98,1
241.49,241.0,240.72,1.02,1.32,1.1,1
237.8,244.23,230.64,0.95,1.33,1.27,1
243.79,240.25,237.15,0.89,1.1,1.25,1
232.6,233.16,233.36,1.06,1.05,1.06,0
236.71,241.37,238.53,1.21,1.21,1.48,1
243.64,237.67,240.79,1.32,1.31,1.4,1
237.06,233.21,232.06,1.03,1.04,0.93,1
236.24,236.65,235.84,1.09,1.08,1.1,0
233.3,237.29,238.97,1.32,0.89,1.33,1
242.03,241.49,242.15,1.22,1.18,1.18,0
243.81,244.02,244.68,1.13,1.14,1.11,0
233.65,234.33,236.68,1.34,1.49,1.12,1
242.77,243.85,236.11,1.12,0.82,1.45,1
233.41,232.81,240.06,1.31,0.99,0.95,1
243.55,243.12,242.98,1.19,1.19,1.2,0
242.87,236.35,232.11,1.25,1.03,1.0,1
233.33,231.09,244.71,1.07,0.93,1.13,1
241.7,241.42,241.53,1.03,1.03,1.0,0
233.22,233.51,233.17,1.12,1.15,1.15,0
240.42,239.94,240.33,1.04,1.05,1.03,0
230.21,234.87,237.71,1.44,1.31,1.43,1
240.5,240.55,239.92,1.16,1.14,1.15,0
235.92,233.68,241.28,1.13,1.49,0.86,1
240.72,234.89,235.86,0.94,1.26,1.3,1
243.57,243.38,243.73,1.12,1.11,1.13,0
237.09,236.9,237.1,1.09,1.08,1.07,0
233.81,233.55,234.04,1.03,1.01,1.03,0
234.87,235.92,236.56,1.26,0.8,0.88,1
231.59,232.07,231.51,0.99,1.02,1.02,0
229.98,230.39,230.52,1.01,1.04,1.02,0
235.57,242.88,243.84,1.28,1.47,1.06,1
242.0,242.03,242.29,1.03,1.01,1.03,0
240.66,240.47,240.21,1.1,1.1,1.09,0
236.05,236.22,236.14,0.99,1.01,1.02,0
233.93,233.79,234.35,1.17,1.14,1.16,0
239.94,240.25,232.4,0.9,1.14,1.31,1
244.5,234.34,240.63,1.0,1.27,1.06,1
237.5,237.54,237.21,1.07,1.06,1.06,0
233.96,233.25,233.65,1.06,1.08,1.06,0
239.65,239.18,240.02,1.04,1.05,1.06,0
235.71,236.23,235.96,1.21,1.19,1.18,0
237.86,236.55,233.6,1.14,0.91,1.08,1
238.03,237.68,238.45,1.04,1.05,1.05,0
237.07,236.27,236.26,1.07,1.05,1.07,0
233.11,233.01,233.15,1.05,1.03,1.04,0
240.06,240.17,240.17,1.19,1.17,1.16,0
237.98,238.17,238.39,1.17,1.2,1.17,0
239.27,239.75,241.37,1.05,1.01,1.03,1
239.2,231.51,243.27,1.19,0.98,1.24,1
242.31,243.14,243.3,1.04,1.07,1.06,0
240.12,240.97,230.88,1.46,0.9,1.03,1
236.71,237.13,240.91,1.1,1.22,1.17,1
235.06,234.96,234.82,1.08,1.07,1.05,0
235.61,234.81,233.11,1.31,0.86,1.12,1
244.97,245.07,244.5,1.18,1.19,1.19,0
237.46,237.48,237.32,1.06,1.05,1.05,0
237.82,237.21,237.83,1.12,1.12,1.1,0
242.51,242.83,242.77,1.0,1.02,1.02,0
235.34,244.13,241.05,1.43,1.29,1.24,1
243.16,243.38,243.58,1.01,1.01,1.01,0
239.28,240.36,244.78,0.91,0.92,1.39,1
241.36,234.48,234.2,0.9,1.47,1.42,1
239.23,230.52,231.39,1.23,0.98,0.94,1
231.67,231.54,231.94,1.02,1.04,1.04,0
231.7,232.24,231.67,1.08,1.07,1.09,0
237.53,237.84,237.45,1.04,1.05,1.02,0
239.36,240.01,239.68,1.2,1.21,1.18,0
237.65,242.62,235.12,1.01,0.92,1.24,1
234.14,232.43,240.07,1.12,1.38,0.82,1
243.35,243.97,243.65,1.07,1.08,1.08,0
230.78,231.61,237.66,0.92,0.99,1.05,1
243.28,237.18,244.73,0.81,0.94,1.08,1
244.45,242.12,239.99,0.98,1.0,1.48,1
230.94,244.28,242.75,1.04,1.26,0.91,1
236.57,236.17,236.29,1.09,1.07,1.07,0
240.86,232.69,242.72,1.14,1.15,1.2,1
243.62,243.9,243.63,1.17,1.16,1.15,0
233.24,233.03,236.43,1.04,1.16,0.87,1
241.96,231.23,243.54,1.24,1.48,1.39,1
238.7,238.85,238.72,1.17,1.16,1.17,0
237.01,241.5,240.17,1.25,1.44,1.11,1
241.56,241.73,241.21,1.03,1.05,1.05,0
238.4,239.15,238.35,1.1,1.12,1.09,0
237.05,237.57,237.46,1.07,1.09,1.1,0
239.97,240.69,239.9,1.08,1.08,1.1,0
243.8,243.46,244.09,1.01,1.01,1.03,0
240.79,240.74,240.46,1.15,1.14,1.13,0
241.07,244.77,243.73,1.49,1.43,1.31,1
237.68,230.19,239.82,0.97,1.21,1.17,1
233.4,234.99,243.9,1.33,0.93,0.98,1
238.72,238.88,238.81,1.05,1.07,1.06,0
231.73,230.75,234.18,1.24,0.93,1.42,1
240.56,231.59,244.57,1.17,1.43,0.91,1
231.54,231.81,232.01,0.99,0.99,1.03,1
239.49,239.59,240.13,1.02,1.03,1.01,0
235.83,231.8,236.86,1.43,1.46,1.31,1
235.75,235.17,235.62,0.99,1.0,0.99,0
238.25,237.69,241.75,1.48,1.46,1.11,1
229.96,229.86,230.75,1.05,1.08,1.08,0
240.54,235.21,238.69,1.43,1.16,1.07,1
237.53,240.64,239.63,1.5,0.87,1.27,1
234.87,232.83,244.9,1.44,0.94,1.4,1
236.04,231.3,244.83,0.87,1.14,0.91,1
243.1,242.57,243.4,1.09,1.09,1.11,0
231.09,234.15,242.33,1.21,1.33,1.04,1
239.36,230.77,243.69,1.33,1.18,1.29,1
241.24,243.45,232.71,1.21,1.12,1.15,1
234.11,242.69,242.88,1.03,1.38,1.06,1
233.0,233.46,233.42,1.09,1.06,1.07,0
234.15,232.29,235.49,0.86,0.82,0.89,1
241.2,231.06,235.69,1.35,0.92,0.87,1
238.72,238.96,238.4,1.17,1.18,1.19,0
243.61,244.14,244.41,1.04,1.04,1.03,0
237.13,244.62,242.0,0.91,0.92,1.05,1
244.25,238.67,236.4,1.05,1.03,1.13,1
241.49,242.46,233.2,0.95,1.09,0.82,1
230.19,242.22,230.73,1.12,1.27,1.47,1
243.61,243.96,243.85,1.18,1.17,1.19,0
239.94,234.69,234.61,0.88,1.47,1.18,1
237.62,238.39,237.7,1.17,1.17,1.16,0
240.84,241.62,241.43,1.13,1.15,1.15,0
231.79,237.66,237.98,0.99,1.49,1.26,1
240.26,235.38,238.79,1.23,0.87,0.87,1
230.58,230.69,231.0,1.14,1.14,1.14,0
244.39,244.56,244.32,1.05,1.01,1.03,1
231.16,242.2,232.13,0.89,1.0,1.46,1
234.74,234.14,234.04,1.07,1.08,1.1,0
238.97,239.21,238.71,1.03,1.06,1.07,0
236.67,236.73,236.94,1.14,1.13,1.11,0
231.03,230.78,231.03,1.14,1.18,1.16,0
230.81,231.2,231.1,1.13,1.13,1.13,0
233.75,241.41,244.89,0.89,1.1,0.91,1
244.32,243.88,243.87,1.03,1.02,1.03,0
242.48,242.87,242.18,1.06,1.06,1.06,0
239.8,236.77,239.9,1.46,1.47,1.01,1
244.13,234.02,234.88,1.02,1.34,0.99,1
239.99,237.9,232.94,0.95,1.05,1.28,1
238.06,238.61,238.59,1.13,1.13,1.12,0
242.59,241.68,242.45,1.04,1.07,1.03,1
241.9,239.82,236.14,1.26,1.28,1.23,1
241.58,242.22,241.46,1.23,1.1,1.22,1
230.42,235.08,235.35,1.34,1.09,1.44,1
242.11,234.86,230.47,1.42,1.16,1.39,1
240.79,240.98,240.71,1.02,1.02,1.03,0
233.71,234.04,234.25,1.08,1.04,1.07,0
239.13,238.67,238.57,1.12,1.12,1.12,0
233.92,237.36,242.41,0.82,1.32,0.86,1
243.11,243.1,243.03,1.17,1.17,1.19,0
230.55,230.82,230.02,1.08,1.1,1.09,0
233.69,244.46,236.72,1.09,1.28,1.11,1
239.09,238.97,239.24,0.99,1.02,1.0,0
230.78,237.65,239.07,0.82,0.82,0.9,1
243.38,243.14,243.59,1.2,1.19,1.17,0
231.7,237.52,235.46,1.15,1.35,1.5,1
239.98,235.65,232.9,1.41,1.09,1.49,1
241.86,235.2,232.59,1.34,1.04,0.99,1
240.2,233.58,240.33,1.39,1.31,1.02,1
240.78,240.79,240.14,1.18,1.19,1.19,0
242.41,240.39,233.07,0.85,1.21,1.09,1
230.23,236.36,232.03,0.98,1.17,0.81,1
238.87,238.43,238.83,1.13,1.1,1.1,0
238.67,239.55,238.99,1.16,1.16,1.15,0
233.45,236.53,231.23,1.39,0.82,1.32,1
244.4,240.45,231.08,1.36,1.05,1.04,1
240.63,231.58,232.36,1.34,1.07,1.18,1
232.71,232.75,233.31,1.0,1.02,1.0,0
244.23,243.53,243.98,1.05,1.05,1.06,0
239.66,239.32,239.37,1.04,1.04,1.05,0
233.77,243.57,230.0,1.43,1.09,1.07,1
240.87,240.51,240.29,1.07,1.07,1.07,0
235.14,235.17,235.51,1.1,1.08,1.1,0
244.82,230.74,230.6,1.15,0.97,1.3,1
238.86,238.64,238.16,1.13,1.13,1.13,0
238.36,237.73,238.28,1.16,1.14,1.17,0
230.41,235.5,241.86,1.37,1.47,1.06,1
240.32,234.45,240.05,1.49,1.23,0.84,1
232.53,232.09,231.63,1.04,1.03,1.07,1
240.17,240.69,240.0,1.06,1.05,1.06,0
231.77,242.91,243.71,1.01,0.9,1.25,1
243.15,243.77,243.41,1.06,1.04,1.04,0
241.35,241.49,241.1,1.02,0.99,1.02,0
243.78,243.78,244.43,1.06,1.04,1.04,0
242.59,242.88,242.93,1.01,1.01,0.99,0
243.81,233.21,243.71,1.33,1.1,1.23,1
242.11,234.67,235.42,1.07,0.91,0.94,1
238.28,234.78,241.43,1.5,0.95,0.99,1
232.01,232.05,231.69,1.08,1.1,1.09,0
232.49,235.93,232.73,1.21,0.88,0.89,1
242.54,242.5,241.59,1.15,1.15,1.13,0
230.65,232.08,231.81,1.14,1.06,1.1,1
241.77,238.72,235.35,1.48,0.88,0.85,1
233.24,244.61,240.77,0.95,0.99,0.83,1
230.08,230.28,230.36,1.0,1.0,1.0,0
239.34,238.87,234.1,1.3,1.25,1.49,1
241.01,244.86,239.04,1.16,1.12,1.45,1
234.6,241.86,244.69,0.85,1.27,1.28,1
232.65,232.64,233.09,1.14,1.13,1.16,0
238.32,238.58,237.87,1.08,1.07,1.06,0
235.72,234.41,233.56,1.18,0.8,0.89,1
233.48,238.89,232.45,1.25,1.4,1.29,1
231.09,230.86,230.56,1.03,1.03,1.02,0
237.42,241.29,232.32,0.9,1.27,1.38,1
233.39,243.35,239.02,0.92,1.17,1.27,1
241.1,241.15,240.95,1.05,1.03,1.03,0
244.29,233.66,235.04,1.19,1.4,0.97,1
235.64,238.38,240.32,1.08,1.06,1.11,1
236.98,237.3,237.11,1.08,1.08,1.07,0
235.02,234.62,235.08,1.03,1.01,1.0,0
233.02,233.28,233.53,1.05,1.09,1.08,0
239.68,240.08,240.34,1.08,1.07,1.07,0
234.21,233.57,233.89,1.17,1.18,1.19,0
233.12,234.3,232.34,1.04,1.05,0.91,1
244.6,244.67,244.43,1.15,1.14,1.14,0
235.75,234.05,233.95,1.14,1.39,1.04,1
242.07,241.88,242.09,1.01,1.03,1.04,0
235.0,239.44,243.01,0.9,1.14,0.92,1
236.6,239.39,241.83,1.03,1.32,1.06,1
238.07,231.93,236.19,1.23,1.02,0.91,1
234.81,234.52,234.54,1.04,1.02,1.04,0
232.28,230.77,240.95,0.91,0.91,0.99,1
236.16,235.99,236.12,1.15,1.12,1.15,0
231.06,231.61,231.41,1.16,1.15,1.14,0
230.36,233.28,242.51,1.22,1.29,1.04,1
239.05,239.04,239.71,1.2,1.18,1.2,0
245.34,244.83,245.32,1.11,1.11,1.13,0
234.9,231.65,233.1,1.33,1.42,1.42,1
241.46,241.51,241.03,1.18,1.19,1.16,0
230.35,230.49,231.18,1.05,1.05,1.04,0
234.02,235.3,242.41,1.28,1.47,1.36,1
232.4,239.39,231.53,1.01,1.49,1.16,1
240.8,240.61,240.76,1.18,1.17,1.18,0
239.25,238.06,230.92,1.41,1.06,1.0,1
232.17,231.75,231.75,1.11,1.11,1.11,0
230.06,235.64,241.82,1.03,0.94,1.33,1
232.47,231.84,232.28,1.18,1.16,1.2,0
240.64,241.48,241.16,1.03,1.0,1.0,1
231.5,243.48,236.47,1.49,1.04,1.33,1
234.09,239.33,242.27,1.13,1.32,0.85,1
233.71,234.09,233.98,1.18,1.2,1.18,0
242.92,233.79,233.66,1.11,1.2,1.24,1
238.18,240.83,240.33,1.2,0.92,1.07,1
230.52,230.79,230.75,1.13,1.11,1.13,0
233.31,233.34,233.1,1.14,1.16,1.16,0
236.23,234.92,232.21,0.87,1.03,1.27,1
232.69,232.86,232.78,1.16,1.16,1.16,0
243.64,243.13,243.14,1.12,1.13,1.12,0
230.88,232.21,237.95,1.42,1.21,0.85,1
233.65,233.57,233.98,1.2,1.19,1.18,0
235.0,241.97,231.79,1.06,0.96,0.98,1
230.97,231.53,231.4,1.1,1.09,1.09,0
243.17,243.54,243.19,1.01,1.02,1.03,0
230.52,239.93,243.1,1.26,1.19,0.87,1
236.0,230.47,239.87,1.08,1.26,1.31,1
243.76,243.54,243.77,1.14,1.16,1.13,0
239.67,239.16,239.42,1.19,1.19,1.19,0
240.67,235.44,232.14,1.41,1.22,1.19,1
242.84,242.73,242.79,1.06,1.04,1.05,0
240.16,241.02,240.67,1.13,1.13,1.12,0
232.45,232.8,232.65,1.17,1.16,1.16,0
239.49,241.83,232.82,0.96,1.45,1.38,1
233.19,231.51,239.5,0.96,0.9,1.17,1
232.8,238.31,237.09,1.35,1.04,1.33,1
231.57,231.24,231.52,1.21,1.19,1.19,0
235.88,241.15,235.52,1.41,1.09,1.12,1
239.17,238.68,239.24,1.16,1.16,1.16,0
233.78,234.27,231.39,1.1,0.85,1.26,1
233.07,232.87,233.14,1.18,1.2,1.19,0
244.38,242.56,244.29,1.39,1.44,0.94,1
242.26,240.56,242.52,1.44,1.43,0.96,1
237.15,234.9,242.07,1.5,0.89,1.07,1
238.62,231.22,234.34,1.01,1.33,1.24,1
236.32,236.49,236.75,1.03,1.02,1.03,0
232.37,237.88,243.48,0.89,0.93,1.12,1
241.19,235.39,230.82,1.47,1.05,1.28,1
234.68,235.6,237.03,1.5,0.89,1.47,1
231.0,239.79,233.9,0.82,1.21,1.17,1
240.28,240.12,240.04,1.08,1.08,1.12,1
237.79,238.28,237.63,1.08,1.09,1.07,0
232.08,243.26,230.8,1.38,1.49,0.95,1
239.72,239.61,240.16,1.15,1.13,1.14,0
238.22,236.98,236.23,1.1,1.26,1.38,1
235.85,236.31,239.73,1.32,1.41,1.45,1
241.15,240.28,230.35,1.45,1.16,1.27,1
232.92,232.7,233.1,1.08,1.1,1.07,0
244.99,237.23,232.15,0.86,0.85,1.49,1
231.17,236.76,244.57,1.16,0.85,0.83,1
237.38,230.97,235.55,1.11,1.38,1.08,1
239.19,242.99,230.26,1.35,1.4,1.39,1
232.84,234.51,243.62,0.89,1.07,0.97,1
243.81,237.31,241.35,1.36,1.35,1.21,1
234.45,234.89,234.66,1.01,1.02,1.02,0
239.58,238.77,239.52,1.16,1.16,1.18,0
241.45,240.64,241.59,1.08,1.07,1.09,0
235.73,237.2,243.7,1.28,1.35,1.38,1
244.53,244.09,244.29,1.03,1.03,1.05,0
239.57,242.62,242.87,1.22,1.48,0.82,1
244.59,243.72,244.45,1.0,1.01,0.99,0
243.6,237.04,238.62,1.46,1.3,0.84,1
232.13,237.02,238.22,1.18,1.34,1.09,1
244.81,244.69,244.23,1.08,1.07,1.07,0
240.97,240.7,240.52,1.08,1.06,1.05,0
234.06,239.56,243.74,1.39,1.09,0.96,1
237.23,237.19,238.69,1.11,0.91,0.95,1
244.54,242.19,232.98,1.08,1.11,1.27,1
239.14,239.4,239.79,1.14,1.14,1.12,0
230.15,242.71,237.8,1.32,0.95,1.05,1
236.85,231.8,232.59,1.32,1.22,0.88,1
237.11,237.31,237.56,1.09,1.08,1.08,0
244.25,235.76,230.18,0.96,1.07,1.18,1
242.58,240.71,240.38,1.18,0.96,1.0,1
240.05,239.56,240.44,1.07,1.05,1.06,0
231.05,235.34,242.58,1.14,0.95,0.89,1
234.7,240.83,235.11,0.96,0.96,1.14,1
234.8,235.33,234.81,1.19,1.16,1.16,0
239.52,235.22,240.53,1.09,1.04,0.86,1
234.36,241.53,239.57,0.96,0.98,1.06,1
230.78,237.03,234.86,1.5,1.08,1.39,1
237.82,236.03,242.75,1.01,1.43,1.11,1
242.56,242.95,242.66,1.09,1.1,1.1,0
236.72,232.02,237.93,0.8,1.01,0.94,1
230.43,239.97,238.76,1.36,1.06,1.31,1
232.5,233.04,232.81,1.11,1.11,1.1,0
239.9,234.44,236.77,0.95,1.42,1.4,1
238.39,241.83,236.87,0.88,1.16,0.94,1
238.51,234.3,243.58,1.48,0.96,1.37,1
241.9,239.34,236.19,1.4,1.3,1.47,1
232.17,232.61,231.88,1.03,1.05,1.04,0
234.74,234.65,234.97,1.12,1.11,1.13,0
244.16,234.13,243.94,0.91,1.45,1.41,1
231.13,230.27,231.15,1.06,1.06,1.03,0
243.95,244.16,243.43,1.01,1.02,1.0,0
234.8,234.65,234.72,1.11,1.1,1.12,0
243.14,243.69,243.39,1.09,1.09,1.12,0
243.58,243.79,243.38,1.1,1.11,1.09,0
240.62,243.46,230.6,1.14,0.83,1.13,1
237.52,237.87,238.13,1.1,1.09,1.11,0
242.86,242.89,242.84,1.04,1.03,1.02,0
240.04,237.23,236.95,1.18,1.31,0.93,1
233.05,240.6,244.46,1.49,1.32,1.22,1
237.57,237.67,237.0,1.19,1.16,1.16,0
235.11,242.58,240.72,1.17,0.83,1.45,1
242.72,234.6,230.53,1.27,1.4,0.93,1
244.42,233.86,231.53,1.04,1.15,1.14,1
237.5,235.72,242.53,1.18,0.93,0.83,1
233.88,240.84,240.93,1.22,1.46,1.32,1
241.63,242.74,233.66,1.12,1.12,1.19,1
243.99,243.84,244.45,1.04,1.01,1.04,0
244.33,244.62,244.91,1.2,1.17,1.18,0
238.88,238.5,238.7,1.09,1.09,1.08,0
230.36,230.16,230.86,1.08,1.08,1.1,0
236.58,236.9,236.31,1.13,1.15,1.13,0
233.18,233.86,233.4,1.1,1.11,1.1,0
231.56,242.95,232.27,1.39,1.17,1.19,1
235.74,235.28,236.07,1.06,1.09,1.05,0
242.95,234.35,242.02,0.9,1.26,1.22,1
231.44,231.64,231.38,1.04,1.03,1.01,0
239.81,238.23,237.43,1.1,1.32,1.08,1
233.99,234.1,233.37,1.06,1.05,1.04,0
240.98,235.39,233.23,0.96,1.48,1.07,1
236.16,235.82,236.3,1.02,1.03,1.01,0
237.37,237.81,237.75,1.05,1.05,1.04,0
238.95,239.21,235.56,1.31,0.89,0.92,1
237.03,237.85,237.86,0.99,1.01,1.02,0
235.93,235.72,235.32,1.04,1.03,1.05,0
230.18,229.64,230.04,1.11,1.11,1.08,0
238.63,241.56,240.4,1.19,1.13,0.92,1
238.19,238.08,237.36,1.04,1.04,1.04,0
239.44,239.61,239.2,1.19,1.19,1.19,0
241.88,244.61,237.96,0.87,1.06,1.1,1
243.86,244.21,243.5,1.1,1.09,1.1,0
233.29,233.9,233.53,1.0,1.01,1.0,0
239.6,239.5,239.55,1.03,1.0,1.02,0
233.74,233.58,230.55,1.4,0.82,0.82,1
231.83,231.34,233.07,1.37,1.5,1.3,1
237.3,237.22,237.35,1.09,1.09,1.05,1
232.47,242.86,234.83,1.38,1.3,0.92,1
232.92,232.86,233.15,1.03,1.03,1.04,0
230.54,230.99,230.31,1.05,1.05,1.04,0
237.41,237.98,237.79,1.05,1.06,1.08,0
236.63,236.25,236.6,1.14,1.16,1.14,0
243.52,236.67,241.48,1.26,1.27,1.06,1
239.7,240.13,239.72,1.03,1.02,1.04,0
239.79,244.6,235.41,0.84,1.34,1.29,1
230.78,234.68,231.44,0.8,1.4,0.86,1
240.23,239.95,240.14,1.12,1.1,1.1,0
237.55,239.18,239.4,1.39,1.4,0.81,1
238.78,234.3,235.67,0.88,0.95,1.48,1
238.56,243.1,234.44,0.89,1.43,0.91,1
231.35,231.58,232.17,1.15,1.15,1.15,0
242.69,232.77,232.46,0.92,1.13,1.03,1
244.64,235.1,237.59,0.8,1.22,1.32,1
230.4,237.45,236.08,1.17,0.85,0.82,1
230.96,231.52,231.15,1.07,1.07,1.1,0
241.81,244.36,243.89,1.31,1.01,0.87,1
243.72,235.84,235.24,1.46,1.13,1.46,1
236.58,237.15,233.75,1.4,1.25,1.03,1
244.45,236.33,233.68,1.44,0.88,1.1,1
230.34,237.75,232.15,0.81,0.92,1.1,1
241.94,241.52,233.36,1.33,0.85,1.37,1
234.91,241.45,232.67,1.39,1.43,0.81,1
238.42,243.6,230.28,1.49,0.85,1.4,1
236.82,237.02,232.78,1.1,0.9,1.21,1
231.99,243.9,239.92,1.4,1.24,0.84,1
231.89,231.71,232.03,1.05,1.06,1.06,0
232.63,232.16,232.61,1.16,1.14,1.14,0
235.33,235.64,238.26,1.18,1.45,1.38,1
233.48,235.41,242.78,1.05,1.25,0.89,1
235.94,236.67,234.43,1.06,1.4,1.21,1
242.65,242.61,242.2,1.02,1.03,1.0,0
237.6,237.61,236.82,1.06,1.04,1.06,0
240.31,240.27,240.16,1.07,1.05,1.04,0
236.55,242.43,241.64,1.32,1.4,0.93,1
244.67,235.43,238.69,0.91,0.88,1.31,1
241.49,241.67,241.76,1.06,1.06,1.08,0
232.17,235.06,241.8,1.43,1.22,1.39,1
237.98,241.44,231.48,1.08,1.35,0.95,1
239.73,240.22,239.85,1.09,1.12,1.1,0
243.61,243.88,243.56,1.12,1.12,1.12,0
234.67,241.84,239.97,1.43,1.0,1.23,1
234.97,235.55,235.19,1.04,1.05,1.05,0
236.34,236.79,236.85,1.12,1.11,1.12,0
238.87,234.7,239.41,0.89,0.94,1.01,1
242.41,242.44,242.38,1.15,1.16,1.15,0
241.36,241.72,241.44,1.12,1.12,1.11,0
231.21,230.9,230.71,1.03,1.03,1.04,0
232.53,238.8,233.15,0.99,0.87,0.8,1
235.9,236.3,230.2,1.04,1.04,1.0,1
243.29,243.67,243.82,1.17,1.16,1.16,0
244.74,245.06,245.07,1.02,1.03,1.03,0
232.79,230.88,230.26,1.18,1.49,1.05,1
240.35,240.08,240.38,0.99,0.99,1.01,0
233.2,239.35,232.63,1.4,1.27,0.99,1
242.93,240.62,243.56,1.08,0.84,1.16,1
233.84,239.68,241.66,0.88,1.02,1.33,1
242.32,231.14,240.62,1.16,0.84,1.21,1
236.64,233.24,236.33,1.43,1.29,0.85,1
238.74,238.33,237.9,1.04,1.05,1.07,0
243.65,244.01,243.72,1.14,1.12,1.13,0
242.74,243.39,243.56,1.16,1.17,1.17,0
233.87,232.9,240.31,1.28,1.26,0.96,1
236.74,236.9,236.9,1.05,1.05,1.04,0
244.31,230.54,239.26,1.04,1.32,0.86,1
234.65,239.03,234.01,1.07,1.41,1.26,1
242.68,242.69,242.57,1.17,1.18,1.17,0
239.35,239.24,239.07,1.16,1.19,1.18,0
233.91,233.63,234.24,1.02,0.99,1.01,0
243.84,239.6,239.45,1.15,1.46,1.49,1
233.64,233.4,230.33,1.01,1.22,1.38,1
242.22,244.86,236.3,1.26,0.96,0.89,1
236.33,236.49,236.87,1.12,1.1,1.11,0
236.84,241.13,235.47,1.06,1.45,0.93,1
241.41,242.97,244.81,1.21,1.48,1.02,1
242.92,232.45,238.23,1.48,1.46,1.07,1
233.45,242.0,242.27,1.23,1.15,1.33,1
241.6,235.19,242.29,1.39,0.87,1.15,1
230.47,231.29,230.99,1.06,1.06,1.08,0
230.7,230.54,230.46,1.2,1.18,1.19,0
241.78,236.43,231.49,0.95,1.34,0.99,1
233.95,239.93,240.55,1.14,0.9,0.87,1
232.57,232.98,232.34,1.35,1.09,1.39,1
235.58,244.09,243.07,1.33,1.11,1.28,1
238.88,240.19,238.16,1.17,1.16,1.37,1
234.67,234.37,234.84,1.12,1.12,1.1,0
237.83,235.85,232.54,0.87,1.04,0.82,1
243.58,234.94,244.04,1.01,1.13,1.16,1
233.2,243.54,236.84,1.47,1.46,1.0,1
240.28,240.1,239.82,1.12,1.1,1.12,0
242.08,241.34,241.84,1.11,1.1,1.1,0
240.08,238.03,239.18,1.3,1.43,0.88,1
232.73,238.13,244.4,0.85,0.94,1.07,1
243.62,236.82,244.31,0.9,1.02,1.17,1
241.03,238.57,243.17,1.0,0.82,0.95,1
235.1,234.65,234.79,1.21,1.17,1.19,0
237.0,241.39,231.21,1.11,1.04,1.1,1
230.58,243.09,239.02,1.12,0.95,1.16,1
239.4,238.89,238.73,1.03,1.05,1.02,0
242.96,242.56,242.22,1.06,1.08,1.08,0
230.72,237.32,234.34,0.99,0.81,0.86,1
231.56,232.1,231.25,1.14,1.11,1.14,0
231.5,242.7,243.66,1.24,1.08,0.9,1
232.87,232.24,232.37,1.11,1.12,1.1,0
239.44,235.6,235.96,0.81,1.26,1.18,1
231.1,230.68,230.86,1.03,1.02,1.0,0
234.57,234.7,234.38,1.09,1.09,1.11,0
230.66,231.34,230.85,1.09,1.11,1.1,0
241.28,240.54,239.58,1.43,1.22,0.81,1
233.55,244.72,232.54,1.16,0.9,1.13,1
235.93,231.91,238.14,0.84,1.1,1.1,1
241.45,244.92,233.48,1.17,1.07,1.21,1
231.21,240.69,236.62,1.2,1.18,1.16,1
241.85,241.92,241.51,1.17,1.19,1.2,0
233.44,232.86,233.52,1.01,1.02,1.01,0
242.67,243.18,244.13,1.2,1.0,0.89,1
230.58,236.12,236.16,1.31,1.02,0.96,1
233.44,233.4,232.9,1.0,1.0,1.03,1
239.68,240.13,239.76,1.05,1.08,1.06,0
242.98,243.34,243.19,1.08,1.1,1.1,0
239.79,239.46,240.09,1.1,1.1,1.08,0
233.44,240.32,243.87,1.17,0.84,1.47,1
236.83,236.55,236.69,1.17,1.15,1.15,0
235.89,231.51,243.86,1.39,1.17,0.89,1
244.24,238.9,239.1,0.92,1.24,1.24,1
235.7,235.58,235.48,1.21,1.2,1.2,0
236.78,236.7,237.18,1.0,1.0,1.02,0
239.72,239.66,239.14,1.1,1.1,1.09,0
238.92,238.8,234.59,1.24,1.18,1.26,1
239.41,235.09,230.57,1.14,1.06,1.39,1
236.7,230.69,241.13,1.32,1.42,0.92,1
240.38,239.43,242.39,0.86,1.2,1.45,1
233.18,232.64,233.45,1.13,1.12,1.15,0
238.54,238.74,237.92,1.03,1.0,1.03,0
238.53,238.2,238.54,1.06,1.05,1.06,0
238.06,238.37,238.01,1.01,1.01,1.01,0
238.3,239.23,238.93,1.13,1.1,1.11,0
241.1,240.25,240.44,1.07,1.06,1.07,0
236.28,236.13,235.46,1.11,1.12,1.13,0
240.3,233.12,237.88,1.02,1.11,1.02,1
239.09,242.4,231.92,1.38,0.91,1.41,1
233.65,238.3,235.26,1.03,0.85,0.88,1
236.14,236.15,236.18,1.01,0.99,1.0,0
238.33,238.95,238.64,1.09,1.12,1.09,1
233.24,233.43,233.05,1.17,1.16,1.18,0
237.87,230.28,241.69,1.01,0.92,1.48,1
241.18,241.78,241.67,1.06,1.04,1.03,0
235.14,236.96,230.52,1.02,0.92,0.9,1
238.65,243.55,232.79,0.98,1.18,1.41,1
238.33,238.25,238.0,1.16,1.2,1.18,0
242.67,242.66,242.41,1.01,1.04,1.02,0
242.08,242.48,242.38,1.05,1.05,1.05,0
243.79,243.61,244.3,1.16,1.14,1.15,0
244.51,244.98,244.52,1.08,1.05,1.07,0
